OrderID,OrderDate,ShippingDate,CustomerID,ProductID,Quantity,Discount,Sales,Profit
ORD-002395,2023-07-20 18:00:00,2023-07-24 18:00:00,CUST-0103,PROD-0175,5,0.1,1072.04,456.94
ORD-002396,2023-04-08 01:00:00,2023-04-13 01:00:00,CUST-0511,PROD-0174,9,0.1,2902.15,1495.81
ORD-002397,2023-11-10 03:00:00,2023-11-14 03:00:00,CUST-0901,PROD-0152,8,0.1,5616.07,3437.51
ORD-002398,2023-05-28 03:00:00,2023-05-29 03:00:00,CUST-0013,PROD-0117,8,0.05,1766.16,1097.36
ORD-002399,2023-08-27 21:00:00,2023-08-29 21:00:00,CUST-0418,PROD-0194,9,0.1,2391.28,1368.79
ORD-002400,2023-11-16 17:00:00,2023-11-22 17:00:00,CUST-0135,PROD-0050,3,0.1,1290.44,522.8
ORD-002401,2023-09-07 09:00:00,2023-09-08 09:00:00,CUST-0826,PROD-0186,5,0.0,801.05,365.8
ORD-002402,2023-08-21 01:00:00,2023-08-23 01:00:00,CUST-0312,PROD-0064,5,0.0,3752.5,2562.4
ORD-002403,2023-01-28 15:00:00,2023-01-31 15:00:00,CUST-0318,PROD-0097,1,0.2,654.74,296.2
ORD-002404,2023-06-30 21:00:00,2023-07-07 21:00:00,CUST-0960,PROD-0177,1,0.0,199.63,95.51
ORD-002405,2023-05-09 04:00:00,2023-05-12 04:00:00,CUST-0559,PROD-0112,5,0.05,1476.49,912.24
ORD-002406,2023-02-14 22:00:00,2023-02-17 22:00:00,CUST-0565,PROD-0155,3,0.05,316.01,139.13
ORD-002407,2023-08-10 18:00:00,2023-08-11 18:00:00,CUST-0560,PROD-0181,5,0.05,3327.09,2143.74
ORD-002408,2023-01-17 15:00:00,2023-01-20 15:00:00,CUST-0130,PROD-0103,4,0.2,1921.95,952.07
ORD-002409,2023-08-05 12:00:00,2023-08-06 12:00:00,CUST-0288,PROD-0044,5,0.1,1996.74,986.69
ORD-002410,2023-11-02 09:00:00,2023-11-04 09:00:00,CUST-0423,PROD-0099,10,0.2,2286.56,1369.56
ORD-002411,2023-12-14 10:00:00,2023-12-21 10:00:00,CUST-0418,PROD-0125,10,0.05,5695.25,2188.15
ORD-002412,2023-12-16 06:00:00,2023-12-19 06:00:00,CUST-0651,PROD-0093,3,0.2,2118.24,1304.22
ORD-002413,2023-10-11 06:00:00,2023-10-14 06:00:00,CUST-0033,PROD-0143,5,0.0,298.9,175.25
ORD-002414,2023-06-02 18:00:00,2023-06-08 18:00:00,CUST-0407,PROD-0034,8,0.05,6408.7,3357.5
ORD-002415,2023-07-12 13:00:00,2023-07-13 13:00:00,CUST-0772,PROD-0106,3,0.2,889.39,532.54
ORD-002416,2023-12-22 10:00:00,2023-12-27 10:00:00,CUST-0919,PROD-0096,6,0.2,4192.56,1270.44
ORD-002417,2023-07-01 13:00:00,2023-07-05 13:00:00,CUST-0060,PROD-0118,7,0.2,1413.38,631.55
ORD-002418,2023-08-25 00:00:00,2023-08-30 00:00:00,CUST-0062,PROD-0135,1,0.2,686.53,231.98
ORD-002419,2023-02-15 04:00:00,2023-02-20 04:00:00,CUST-0227,PROD-0133,5,0.05,2599.15,1437.1
ORD-002420,2023-10-25 16:00:00,2023-10-28 16:00:00,CUST-0654,PROD-0029,3,0.1,2622.7,995.95
ORD-002421,2023-01-28 12:00:00,2023-01-30 12:00:00,CUST-0019,PROD-0011,7,0.0,6813.66,3995.81
ORD-002422,2023-08-25 16:00:00,2023-08-29 16:00:00,CUST-0980,PROD-0002,1,0.0,739.11,367.33
ORD-002423,2023-01-29 08:00:00,2023-02-05 08:00:00,CUST-0757,PROD-0042,2,0.1,1673.32,694.28
ORD-002424,2023-11-01 03:00:00,2023-11-08 03:00:00,CUST-0713,PROD-0024,5,0.2,2174.36,749.86
ORD-002425,2023-12-20 10:00:00,2023-12-27 10:00:00,CUST-0574,PROD-0057,1,0.0,655.62,352.61
ORD-002426,2023-10-27 21:00:00,2023-11-01 21:00:00,CUST-0539,PROD-0129,1,0.05,267.76,176.65
ORD-002427,2023-09-22 04:00:00,2023-09-27 04:00:00,CUST-0087,PROD-0003,8,0.05,4518.88,3046.48
ORD-002428,2023-04-25 21:00:00,2023-05-01 21:00:00,CUST-0752,PROD-0051,3,0.1,279.13,124.78
ORD-002429,2023-11-18 09:00:00,2023-11-24 09:00:00,CUST-0344,PROD-0030,1,0.2,547.91,232.11
ORD-002430,2023-11-16 22:00:00,2023-11-18 22:00:00,CUST-0038,PROD-0028,2,0.0,781.84,407.52
ORD-002431,2023-01-01 04:00:00,2023-01-06 04:00:00,CUST-0487,PROD-0136,2,0.0,31.68,18.84
ORD-002432,2023-05-07 06:00:00,2023-05-08 06:00:00,CUST-0534,PROD-0198,8,0.0,645.6,419.76
ORD-002433,2023-09-16 14:00:00,2023-09-20 14:00:00,CUST-0015,PROD-0008,1,0.0,957.64,573.65
ORD-002434,2023-06-03 12:00:00,2023-06-07 12:00:00,CUST-0491,PROD-0107,3,0.05,1786.72,848.2
ORD-002435,2023-10-07 08:00:00,2023-10-14 08:00:00,CUST-0501,PROD-0152,10,0.2,6240.08,3516.88
ORD-002436,2023-12-03 19:00:00,2023-12-04 19:00:00,CUST-0607,PROD-0091,7,0.05,5202.43,2107.03
ORD-002437,2023-11-22 00:00:00,2023-11-24 00:00:00,CUST-0091,PROD-0008,3,0.05,2729.27,1577.3
ORD-002438,2023-03-29 16:00:00,2023-04-04 16:00:00,CUST-0837,PROD-0132,9,0.05,6064.94,4026.71
ORD-002439,2023-09-01 15:00:00,2023-09-04 15:00:00,CUST-0345,PROD-0023,5,0.0,757.2,498.3
ORD-002440,2023-10-29 15:00:00,2023-11-01 15:00:00,CUST-0341,PROD-0061,5,0.2,3709.0,1226.1
ORD-002441,2023-07-17 22:00:00,2023-07-24 22:00:00,CUST-0146,PROD-0170,2,0.2,1039.1,458.18
ORD-002442,2023-08-02 13:00:00,2023-08-04 13:00:00,CUST-0891,PROD-0028,1,0.1,351.83,164.67
ORD-002443,2023-08-23 03:00:00,2023-08-28 03:00:00,CUST-0149,PROD-0108,7,0.0,3584.35,1791.93
ORD-002444,2023-10-25 09:00:00,2023-10-26 09:00:00,CUST-0918,PROD-0090,10,0.2,1743.84,926.74
ORD-002445,2023-01-22 11:00:00,2023-01-24 11:00:00,CUST-0197,PROD-0028,8,0.2,2501.89,1004.61
ORD-002446,2023-05-22 00:00:00,2023-05-24 00:00:00,CUST-0048,PROD-0024,6,0.05,3098.46,1389.06
ORD-002447,2023-06-28 22:00:00,2023-07-03 22:00:00,CUST-0252,PROD-0052,7,0.0,2918.93,1286.81
ORD-002448,2023-03-31 20:00:00,2023-04-02 20:00:00,CUST-0060,PROD-0035,6,0.1,2052.92,1258.04
ORD-002449,2023-08-24 22:00:00,2023-08-31 22:00:00,CUST-0928,PROD-0080,3,0.1,2011.47,1236.75
ORD-002450,2023-12-04 09:00:00,2023-12-08 09:00:00,CUST-0727,PROD-0036,2,0.2,964.74,426.2
ORD-002451,2023-07-12 15:00:00,2023-07-17 15:00:00,CUST-0597,PROD-0053,3,0.1,189.03,80.13
ORD-002452,2023-03-08 22:00:00,2023-03-11 22:00:00,CUST-0063,PROD-0155,10,0.1,997.92,408.32
ORD-002453,2023-10-27 19:00:00,2023-11-03 19:00:00,CUST-0878,PROD-0176,7,0.0,5218.15,2164.19
ORD-002454,2023-01-24 00:00:00,2023-01-31 00:00:00,CUST-0793,PROD-0116,3,0.05,974.24,414.8
ORD-002455,2023-02-19 21:00:00,2023-02-20 21:00:00,CUST-0174,PROD-0015,8,0.2,1825.22,705.7
ORD-002456,2023-06-15 07:00:00,2023-06-22 07:00:00,CUST-0163,PROD-0096,4,0.0,3493.8,1545.72
ORD-002457,2023-03-31 23:00:00,2023-04-04 23:00:00,CUST-0589,PROD-0026,7,0.0,700.0,480.13
ORD-002458,2023-02-01 19:00:00,2023-02-04 19:00:00,CUST-0767,PROD-0188,2,0.0,1555.88,911.56
ORD-002459,2023-02-07 14:00:00,2023-02-14 14:00:00,CUST-0094,PROD-0197,6,0.0,3294.72,1666.2
ORD-002460,2023-03-31 10:00:00,2023-04-01 10:00:00,CUST-0423,PROD-0098,8,0.2,1476.42,557.3
ORD-002461,2023-03-10 20:00:00,2023-03-15 20:00:00,CUST-0278,PROD-0075,9,0.05,7541.61,3066.0
ORD-002462,2023-04-11 08:00:00,2023-04-15 08:00:00,CUST-0170,PROD-0159,8,0.1,824.26,285.54
ORD-002463,2023-04-26 06:00:00,2023-05-02 06:00:00,CUST-0403,PROD-0105,3,0.2,629.23,226.03
ORD-002464,2023-09-28 06:00:00,2023-09-29 06:00:00,CUST-0261,PROD-0176,10,0.0,7454.5,3091.7
ORD-002465,2023-11-19 21:00:00,2023-11-20 21:00:00,CUST-0627,PROD-0068,4,0.0,514.76,222.84
ORD-002466,2023-03-13 00:00:00,2023-03-16 00:00:00,CUST-0030,PROD-0156,7,0.0,5652.29,2606.45
ORD-002467,2023-06-24 05:00:00,2023-06-30 05:00:00,CUST-0411,PROD-0032,9,0.2,6870.82,2037.55
ORD-002468,2023-04-08 06:00:00,2023-04-13 06:00:00,CUST-0137,PROD-0092,8,0.1,6670.87,3920.87
ORD-002469,2023-07-02 19:00:00,2023-07-07 19:00:00,CUST-0387,PROD-0189,3,0.0,2584.68,1041.6
ORD-002470,2023-08-13 13:00:00,2023-08-19 13:00:00,CUST-0995,PROD-0022,7,0.0,1543.5,849.31
ORD-002471,2023-10-19 02:00:00,2023-10-21 02:00:00,CUST-0571,PROD-0100,9,0.1,5225.07,2787.24
ORD-002472,2023-02-21 03:00:00,2023-02-25 03:00:00,CUST-0948,PROD-0150,4,0.0,2273.32,1442.68
ORD-002473,2023-11-04 17:00:00,2023-11-07 17:00:00,CUST-0580,PROD-0061,1,0.05,880.89,384.31
ORD-002474,2023-05-29 08:00:00,2023-06-02 08:00:00,CUST-0032,PROD-0057,6,0.0,3933.72,2115.66
ORD-002475,2023-03-22 09:00:00,2023-03-23 09:00:00,CUST-0750,PROD-0128,9,0.05,6567.77,3412.55
ORD-002476,2023-09-23 19:00:00,2023-09-28 19:00:00,CUST-0767,PROD-0148,5,0.2,3026.76,813.86
ORD-002477,2023-11-13 01:00:00,2023-11-18 01:00:00,CUST-0458,PROD-0103,2,0.2,960.98,476.04
ORD-002478,2023-05-15 20:00:00,2023-05-16 20:00:00,CUST-0062,PROD-0036,1,0.1,542.66,273.39
ORD-002479,2023-08-04 08:00:00,2023-08-06 08:00:00,CUST-0759,PROD-0047,6,0.0,1419.9,608.22
ORD-002480,2023-03-13 06:00:00,2023-03-18 06:00:00,CUST-0070,PROD-0075,6,0.0,5292.36,2308.62
ORD-002481,2023-05-01 15:00:00,2023-05-02 15:00:00,CUST-0271,PROD-0145,10,0.0,7544.9,3398.4
ORD-002482,2023-06-27 02:00:00,2023-07-01 02:00:00,CUST-1000,PROD-0139,10,0.0,3949.7,1972.2
ORD-002483,2023-10-10 15:00:00,2023-10-12 15:00:00,CUST-0381,PROD-0100,5,0.0,3225.35,1871.0
ORD-002484,2023-02-23 01:00:00,2023-02-27 01:00:00,CUST-0673,PROD-0051,9,0.05,883.9,420.85
ORD-002485,2023-11-29 11:00:00,2023-12-03 11:00:00,CUST-0042,PROD-0187,8,0.1,7156.66,4488.5
ORD-002486,2023-04-27 00:00:00,2023-04-28 00:00:00,CUST-0387,PROD-0041,1,0.05,258.79,105.77
ORD-002487,2023-10-01 19:00:00,2023-10-08 19:00:00,CUST-0877,PROD-0055,7,0.0,1341.55,752.92
ORD-002488,2023-10-10 15:00:00,2023-10-11 15:00:00,CUST-0033,PROD-0012,7,0.2,4654.22,1829.37
ORD-002489,2023-12-23 04:00:00,2023-12-27 04:00:00,CUST-0556,PROD-0186,7,0.05,1065.4,456.05
ORD-002490,2023-03-01 14:00:00,2023-03-02 14:00:00,CUST-0738,PROD-0090,10,0.1,1961.82,1144.72
ORD-002491,2023-06-30 06:00:00,2023-07-03 06:00:00,CUST-0523,PROD-0032,7,0.0,6679.96,2920.75
ORD-002492,2023-05-02 07:00:00,2023-05-03 07:00:00,CUST-0786,PROD-0049,10,0.0,5438.4,2626.7
ORD-002493,2023-04-27 13:00:00,2023-05-03 13:00:00,CUST-0242,PROD-0020,9,0.0,7412.22,3398.4
ORD-002494,2023-01-08 23:00:00,2023-01-10 23:00:00,CUST-0364,PROD-0004,1,0.0,240.33,124.83
ORD-002495,2023-01-30 04:00:00,2023-02-03 04:00:00,CUST-0603,PROD-0192,3,0.1,1502.47,923.26
ORD-002496,2023-01-23 10:00:00,2023-01-26 10:00:00,CUST-0248,PROD-0195,10,0.05,6559.84,2574.44
ORD-002497,2023-05-30 04:00:00,2023-06-04 04:00:00,CUST-0469,PROD-0166,7,0.2,2758.95,1357.27
ORD-002498,2023-12-03 03:00:00,2023-12-09 03:00:00,CUST-0632,PROD-0076,2,0.0,332.34,149.52
ORD-002499,2023-05-09 17:00:00,2023-05-11 17:00:00,CUST-0850,PROD-0083,8,0.1,4593.17,1792.37
ORD-002500,2023-04-23 14:00:00,2023-04-29 14:00:00,CUST-0555,PROD-0094,5,0.1,3530.52,1869.17
ORD-002501,2023-10-10 09:00:00,2023-10-17 09:00:00,CUST-0134,PROD-0003,4,0.1,2140.52,1404.32
ORD-002502,2023-06-13 22:00:00,2023-06-18 22:00:00,CUST-0143,PROD-0186,9,0.0,1441.89,658.44
ORD-002503,2023-01-28 11:00:00,2023-02-01 11:00:00,CUST-0745,PROD-0026,10,0.2,800.0,485.9
ORD-002504,2023-05-24 02:00:00,2023-05-26 02:00:00,CUST-0152,PROD-0177,3,0.05,568.95,256.59
ORD-002505,2023-06-06 23:00:00,2023-06-11 23:00:00,CUST-0882,PROD-0158,4,0.0,2043.6,1221.32
ORD-002506,2023-07-10 23:00:00,2023-07-17 23:00:00,CUST-0986,PROD-0167,3,0.0,860.58,448.5
ORD-002507,2023-05-01 22:00:00,2023-05-05 22:00:00,CUST-0785,PROD-0123,8,0.0,3759.2,2002.8
ORD-002508,2023-01-11 15:00:00,2023-01-18 15:00:00,CUST-0152,PROD-0002,1,0.1,665.2,293.42
ORD-002509,2023-05-23 18:00:00,2023-05-27 18:00:00,CUST-0250,PROD-0136,5,0.0,79.2,47.1
ORD-002510,2023-01-31 08:00:00,2023-02-07 08:00:00,CUST-0691,PROD-0069,10,0.2,4985.52,2332.22
ORD-002511,2023-09-11 00:00:00,2023-09-18 00:00:00,CUST-0467,PROD-0192,7,0.2,3116.23,1764.74
ORD-002512,2023-08-16 01:00:00,2023-08-18 01:00:00,CUST-0203,PROD-0068,4,0.2,411.81,119.89
ORD-002513,2023-04-05 21:00:00,2023-04-09 21:00:00,CUST-0779,PROD-0161,9,0.0,8692.38,5380.38
ORD-002514,2023-12-05 09:00:00,2023-12-06 09:00:00,CUST-0139,PROD-0046,9,0.1,1926.26,1142.81
ORD-002515,2023-01-14 19:00:00,2023-01-21 19:00:00,CUST-0024,PROD-0122,6,0.1,1223.91,487.89
ORD-002516,2023-10-30 06:00:00,2023-11-06 06:00:00,CUST-0795,PROD-0156,1,0.1,726.72,291.6
ORD-002517,2023-11-15 13:00:00,2023-11-22 13:00:00,CUST-0103,PROD-0028,7,0.0,2736.44,1426.32
ORD-002518,2023-02-25 17:00:00,2023-03-01 17:00:00,CUST-0171,PROD-0065,5,0.2,2031.28,620.03
ORD-002519,2023-08-06 18:00:00,2023-08-12 18:00:00,CUST-0293,PROD-0074,10,0.1,4880.34,2430.64
ORD-002520,2023-03-25 12:00:00,2023-03-29 12:00:00,CUST-0961,PROD-0147,4,0.05,881.52,584.04
ORD-002521,2023-01-08 08:00:00,2023-01-15 08:00:00,CUST-0028,PROD-0036,5,0.0,3014.8,1668.45
ORD-002522,2023-05-08 17:00:00,2023-05-11 17:00:00,CUST-0646,PROD-0089,6,0.2,4319.95,1410.25
ORD-002523,2023-01-20 19:00:00,2023-01-23 19:00:00,CUST-0992,PROD-0043,6,0.1,3865.43,2062.85
ORD-002524,2023-12-04 08:00:00,2023-12-11 08:00:00,CUST-0134,PROD-0121,10,0.0,8937.3,3949.1
ORD-002525,2023-03-05 09:00:00,2023-03-10 09:00:00,CUST-0401,PROD-0111,6,0.1,3344.54,1894.16
ORD-002526,2023-04-02 14:00:00,2023-04-06 14:00:00,CUST-0602,PROD-0029,1,0.2,777.1,234.85
ORD-002527,2023-01-05 14:00:00,2023-01-06 14:00:00,CUST-0503,PROD-0130,6,0.2,1339.2,676.44
ORD-002528,2023-11-23 17:00:00,2023-11-25 17:00:00,CUST-0822,PROD-0044,7,0.0,3106.04,1691.97
ORD-002529,2023-10-24 02:00:00,2023-10-27 02:00:00,CUST-0676,PROD-0023,10,0.1,1362.96,845.16
ORD-002530,2023-02-02 14:00:00,2023-02-04 14:00:00,CUST-0633,PROD-0064,5,0.1,3377.25,2187.15
ORD-002531,2023-05-13 15:00:00,2023-05-15 15:00:00,CUST-0658,PROD-0059,4,0.05,1864.96,1150.16
ORD-002532,2023-03-17 19:00:00,2023-03-23 19:00:00,CUST-0747,PROD-0129,1,0.05,267.76,176.65
ORD-002533,2023-02-28 20:00:00,2023-03-01 20:00:00,CUST-0109,PROD-0079,3,0.2,2254.9,1295.77
ORD-002534,2023-10-24 10:00:00,2023-10-25 10:00:00,CUST-0016,PROD-0200,9,0.05,8064.79,4243.39
ORD-002535,2023-02-01 22:00:00,2023-02-04 22:00:00,CUST-0321,PROD-0065,5,0.0,2539.1,1127.85
ORD-002536,2023-12-14 11:00:00,2023-12-19 11:00:00,CUST-0334,PROD-0013,1,0.05,672.15,450.16
ORD-002537,2023-06-29 03:00:00,2023-06-30 03:00:00,CUST-0545,PROD-0032,9,0.2,6870.82,2037.55
ORD-002538,2023-02-27 16:00:00,2023-02-28 16:00:00,CUST-0571,PROD-0130,4,0.05,1060.2,618.36
ORD-002539,2023-06-16 18:00:00,2023-06-19 18:00:00,CUST-0372,PROD-0156,7,0.0,5652.29,2606.45
ORD-002540,2023-11-25 13:00:00,2023-11-28 13:00:00,CUST-0894,PROD-0035,3,0.0,1140.51,743.07
ORD-002541,2023-06-17 19:00:00,2023-06-24 19:00:00,CUST-0663,PROD-0184,6,0.1,5084.91,2580.21
ORD-002542,2023-07-28 20:00:00,2023-07-31 20:00:00,CUST-1000,PROD-0151,8,0.1,5538.46,3382.54
ORD-002543,2023-11-15 00:00:00,2023-11-17 00:00:00,CUST-0579,PROD-0079,6,0.0,5637.24,3718.98
ORD-002544,2023-05-29 04:00:00,2023-06-03 04:00:00,CUST-0430,PROD-0103,1,0.0,600.61,358.14
ORD-002545,2023-11-08 06:00:00,2023-11-15 06:00:00,CUST-0408,PROD-0164,6,0.1,4767.17,2790.59
ORD-002546,2023-04-21 12:00:00,2023-04-28 12:00:00,CUST-0201,PROD-0162,10,0.0,4702.3,2126.8
ORD-002547,2023-12-03 23:00:00,2023-12-05 23:00:00,CUST-0828,PROD-0034,7,0.0,5902.75,3232.95
ORD-002548,2023-02-09 07:00:00,2023-02-14 07:00:00,CUST-0641,PROD-0171,9,0.2,2169.29,1026.83
ORD-002549,2023-10-03 23:00:00,2023-10-04 23:00:00,CUST-0543,PROD-0002,9,0.0,6651.99,3305.97
ORD-002550,2023-11-07 15:00:00,2023-11-13 15:00:00,CUST-0508,PROD-0055,9,0.2,1379.88,623.07
ORD-002551,2023-06-12 08:00:00,2023-06-14 08:00:00,CUST-0712,PROD-0089,10,0.1,8099.91,3250.41
ORD-002552,2023-05-05 10:00:00,2023-05-07 10:00:00,CUST-0617,PROD-0064,6,0.05,4277.85,2849.73
ORD-002553,2023-08-22 10:00:00,2023-08-28 10:00:00,CUST-0711,PROD-0189,2,0.05,1636.96,608.24
ORD-002554,2023-08-16 23:00:00,2023-08-20 23:00:00,CUST-0928,PROD-0197,6,0.0,3294.72,1666.2
ORD-002555,2023-06-30 17:00:00,2023-07-05 17:00:00,CUST-0416,PROD-0086,2,0.1,217.37,76.43
ORD-002556,2023-12-01 15:00:00,2023-12-06 15:00:00,CUST-0109,PROD-0113,4,0.2,2106.11,949.07
ORD-002557,2023-08-03 07:00:00,2023-08-08 07:00:00,CUST-0020,PROD-0046,3,0.05,677.76,416.61
ORD-002558,2023-07-28 21:00:00,2023-08-02 21:00:00,CUST-0553,PROD-0122,3,0.1,611.96,243.95
ORD-002559,2023-05-27 10:00:00,2023-05-30 10:00:00,CUST-0646,PROD-0124,2,0.0,284.02,159.22
ORD-002560,2023-07-29 13:00:00,2023-08-03 13:00:00,CUST-0413,PROD-0045,3,0.2,557.88,277.95
ORD-002561,2023-11-20 06:00:00,2023-11-22 06:00:00,CUST-0057,PROD-0010,8,0.0,6472.48,3113.76
ORD-002562,2023-03-27 03:00:00,2023-03-31 03:00:00,CUST-0417,PROD-0015,5,0.2,1140.76,441.06
ORD-002563,2023-02-21 04:00:00,2023-02-28 04:00:00,CUST-0993,PROD-0082,1,0.2,408.28,216.73
ORD-002564,2023-01-13 22:00:00,2023-01-15 22:00:00,CUST-0899,PROD-0138,2,0.05,937.36,560.56
ORD-002565,2023-09-21 16:00:00,2023-09-25 16:00:00,CUST-0489,PROD-0079,7,0.1,5919.1,3681.13
ORD-002566,2023-03-07 12:00:00,2023-03-13 12:00:00,CUST-0716,PROD-0195,9,0.05,5903.86,2317.0
ORD-002567,2023-12-31 09:00:00,2024-01-01 09:00:00,CUST-0322,PROD-0021,6,0.1,407.86,147.76
ORD-002568,2023-10-30 19:00:00,2023-11-04 19:00:00,CUST-0418,PROD-0021,2,0.0,151.06,64.36
ORD-002569,2023-02-07 23:00:00,2023-02-10 23:00:00,CUST-0260,PROD-0162,8,0.2,3009.47,949.07
ORD-002570,2023-11-19 14:00:00,2023-11-25 14:00:00,CUST-0597,PROD-0127,7,0.1,2870.09,1194.15
ORD-002571,2023-09-02 22:00:00,2023-09-04 22:00:00,CUST-0971,PROD-0102,3,0.0,1754.34,710.4
ORD-002572,2023-03-19 00:00:00,2023-03-24 00:00:00,CUST-0959,PROD-0079,10,0.1,8455.86,5258.76
ORD-002573,2023-12-12 20:00:00,2023-12-16 20:00:00,CUST-0509,PROD-0118,7,0.1,1590.06,808.23
ORD-002574,2023-08-13 05:00:00,2023-08-18 05:00:00,CUST-0883,PROD-0097,10,0.1,7365.78,3780.38
ORD-002575,2023-02-19 07:00:00,2023-02-22 07:00:00,CUST-0136,PROD-0046,8,0.1,1712.23,1015.83
ORD-002576,2023-01-25 18:00:00,2023-01-30 18:00:00,CUST-0058,PROD-0132,9,0.2,5107.32,3069.09
ORD-002577,2023-05-27 10:00:00,2023-05-31 10:00:00,CUST-0216,PROD-0168,6,0.05,2972.32,1854.34
ORD-002578,2023-03-15 01:00:00,2023-03-22 01:00:00,CUST-0773,PROD-0002,4,0.2,2365.15,878.03
ORD-002579,2023-09-23 08:00:00,2023-09-28 08:00:00,CUST-0919,PROD-0016,10,0.1,3388.32,2022.22
ORD-002580,2023-02-20 11:00:00,2023-02-23 11:00:00,CUST-0470,PROD-0060,3,0.0,518.97,362.94
ORD-002581,2023-05-28 08:00:00,2023-06-01 08:00:00,CUST-0465,PROD-0137,8,0.05,4125.58,1865.66
ORD-002582,2023-03-28 09:00:00,2023-03-31 09:00:00,CUST-0726,PROD-0068,10,0.0,1286.9,557.1
ORD-002583,2023-04-29 21:00:00,2023-05-02 21:00:00,CUST-0769,PROD-0085,3,0.0,2231.46,1192.71
ORD-002584,2023-04-16 17:00:00,2023-04-23 17:00:00,CUST-0664,PROD-0050,9,0.05,4086.39,1783.47
ORD-002585,2023-01-15 19:00:00,2023-01-16 19:00:00,CUST-0858,PROD-0057,9,0.05,5605.55,2878.46
ORD-002586,2023-01-04 15:00:00,2023-01-11 15:00:00,CUST-0803,PROD-0121,1,0.1,804.36,305.54
ORD-002587,2023-04-15 09:00:00,2023-04-20 09:00:00,CUST-0605,PROD-0153,7,0.2,3264.24,903.14
ORD-002588,2023-09-24 04:00:00,2023-10-01 04:00:00,CUST-0686,PROD-0166,8,0.1,3547.22,1945.3
ORD-002589,2023-02-26 22:00:00,2023-03-04 22:00:00,CUST-0280,PROD-0066,2,0.2,1537.87,914.97
ORD-002590,2023-08-10 15:00:00,2023-08-13 15:00:00,CUST-0645,PROD-0182,2,0.05,1660.58,835.16
ORD-002591,2023-05-23 23:00:00,2023-05-29 23:00:00,CUST-0415,PROD-0190,2,0.1,1104.35,463.79
ORD-002592,2023-02-10 23:00:00,2023-02-17 23:00:00,CUST-0999,PROD-0001,4,0.0,139.04,85.84
ORD-002593,2023-06-17 05:00:00,2023-06-22 05:00:00,CUST-0558,PROD-0015,6,0.1,1540.03,700.39
ORD-002594,2023-08-21 20:00:00,2023-08-27 20:00:00,CUST-0088,PROD-0057,9,0.0,5900.58,3173.49
ORD-002595,2023-12-28 22:00:00,2023-12-31 22:00:00,CUST-0770,PROD-0145,1,0.2,603.59,188.94
ORD-002596,2023-02-21 22:00:00,2023-02-28 22:00:00,CUST-0137,PROD-0177,9,0.1,1617.0,679.92
ORD-002597,2023-04-08 17:00:00,2023-04-14 17:00:00,CUST-0853,PROD-0073,1,0.0,463.7,185.7
ORD-002598,2023-05-06 04:00:00,2023-05-11 04:00:00,CUST-0894,PROD-0018,7,0.05,1142.27,644.71
ORD-002599,2023-12-11 06:00:00,2023-12-14 06:00:00,CUST-0443,PROD-0017,8,0.05,4659.1,2935.98
ORD-002600,2023-09-06 05:00:00,2023-09-12 05:00:00,CUST-0945,PROD-0161,8,0.1,6953.9,4009.9
ORD-002601,2023-03-09 06:00:00,2023-03-15 06:00:00,CUST-0077,PROD-0099,2,0.05,543.06,359.66
ORD-002602,2023-01-02 13:00:00,2023-01-03 13:00:00,CUST-0723,PROD-0156,8,0.05,6136.77,2655.81
ORD-002603,2023-12-30 05:00:00,2023-12-31 05:00:00,CUST-0480,PROD-0057,7,0.1,4130.41,2009.34
ORD-002604,2023-11-11 12:00:00,2023-11-17 12:00:00,CUST-0340,PROD-0083,10,0.05,6060.43,2559.43
ORD-002605,2023-11-23 11:00:00,2023-11-27 11:00:00,CUST-0025,PROD-0026,9,0.05,855.0,572.31
ORD-002606,2023-06-03 07:00:00,2023-06-06 07:00:00,CUST-0225,PROD-0112,8,0.2,1989.38,1086.58
ORD-002607,2023-11-19 12:00:00,2023-11-24 12:00:00,CUST-0992,PROD-0094,6,0.2,3765.89,1772.27
ORD-002608,2023-06-01 03:00:00,2023-06-03 03:00:00,CUST-0917,PROD-0104,2,0.1,1098.27,544.95
ORD-002609,2023-08-03 14:00:00,2023-08-06 14:00:00,CUST-0133,PROD-0017,4,0.2,1961.73,1100.17
ORD-002610,2023-03-01 05:00:00,2023-03-05 05:00:00,CUST-0576,PROD-0047,6,0.0,1419.9,608.22
ORD-002611,2023-06-27 22:00:00,2023-07-01 22:00:00,CUST-0561,PROD-0177,3,0.2,479.11,166.75
ORD-002612,2023-09-08 19:00:00,2023-09-12 19:00:00,CUST-0721,PROD-0010,4,0.0,3236.24,1556.88
ORD-002613,2023-05-29 08:00:00,2023-06-03 08:00:00,CUST-0942,PROD-0095,4,0.2,877.25,289.25
ORD-002614,2023-02-01 17:00:00,2023-02-08 17:00:00,CUST-0468,PROD-0093,6,0.1,4766.04,3138.0
ORD-002615,2023-12-12 10:00:00,2023-12-16 10:00:00,CUST-0120,PROD-0054,7,0.2,1118.15,473.94
ORD-002616,2023-08-06 12:00:00,2023-08-09 12:00:00,CUST-0273,PROD-0033,1,0.1,461.34,291.2
ORD-002617,2023-09-06 23:00:00,2023-09-08 23:00:00,CUST-0732,PROD-0067,6,0.0,3594.48,1788.0
ORD-002618,2023-06-07 14:00:00,2023-06-11 14:00:00,CUST-0435,PROD-0007,4,0.05,2664.41,1536.73
